salesid,listid,sellerid,buyerid,eventid,dateid,qtysold,pricepaid,commission,saletime
3259,3507,2370,9547,7156,2060,4,108.00,16.20,2008-08-22 09:08:09
1555,1657,29072,16513,5166,2061,1,243.00,36.45,2008-08-23 03:55:19
1855,1971,38931,8880,1194,2061,2,356.00,53.40,2008-08-23 09:53:52
2827,3026,31188,28127,4017,2061,2,42.00,6.30,2008-08-23 01:06:38
3225,3466,19805,10955,147,2061,1,207.00,31.05,2008-08-23 07:49:36
3603,3886,43703,20678,6130,2061,2,120.00,18.00,2008-08-23 11:19:42
91,115,39115,815,3513,2062,1,137.00,20.55,2008-08-24 02:29:11
611,619,36053,2358,2150,2062,2,192.00,28.80,2008-08-24 07:37:29
1179,1224,13008,22881,7055,2062,1,245.00,36.75,2008-08-24 11:22:40
1671,1770,28450,30973,5927,2062,1,116.00,17.40,2008-08-24 10:28:46
2746,2952,26374,37992,3047,2062,2,410.00,61.50,2008-08-24 09:05:31
2996,3193,19643,13647,2953,2062,1,125.00,18.75,2008-08-24 08:55:02
3028,3224,41916,36894,3500,2062,2,372.00,55.80,2008-08-24 10:18:34
3060,3276,1599,31922,6700,2062,3,501.00,75.15,2008-08-24 12:17:25
3072,3289,11847,23868,5115,2062,2,270.00,40.50,2008-08-24 01:05:19
906,916,1437,11272,6282,2063,1,149.00,22.35,2008-08-25 01:18:48
1147,1194,33216,11121,5387,2063,2,416.00,62.40,2008-08-25 09:03:27
1953,2101,17476,9229,5363,2063,2,126.00,18.90,2008-08-25 03:08:30
638,651,46608,19517,946,2064,2,466.00,69.90,2008-08-26 10:37:14
809,826,22360,10776,3591,2064,2,318.00,47.70,2008-08-26 04:24:00
1576,1681,11233,3217,6586,2064,2,324.00,48.60,2008-08-26 05:10:49
1954,2101,17476,10672,5363,2064,3,189.00,28.35,2008-08-26 03:10:38
2624,2814,30940,24744,3132,2064,4,704.00,105.60,2008-08-26 02:55:46
275,279,36040,10853,7093,2065,2,278.00,41.70,2008-08-27 02:34:01
2552,2740,16265,9602,1285,2065,2,214.00,32.10,2008-08-27 12:01:13
2771,2970,36674,31255,6710,2065,4,996.00,149.40,2008-08-27 10:02:05
2802,2995,42545,10374,8705,2065,4,268.00,40.20,2008-08-27 11:57:04
143,150,46955,5440,908,2066,1,136.00,20.40,2008-08-28 03:05:56
150,159,46181,25641,6347,2066,1,162.00,24.30,2008-08-28 04:46:21
2062,2211,35876,9229,1650,2066,2,450.00,67.50,2008-08-28 09:25:51
2389,2553,35337,162,6486,2066,1,130.00,19.50,2008-08-28 03:16:06
3540,3819,41077,4375,1279,2100,2,274.00,41.10,2008-10-01 08:50:45
884,899,40719,25035,7338,2101,3,399.00,59.85,2008-10-02 11:32:14
958,961,21202,20111,1399,2101,3,126.00,18.90,2008-10-02 05:20:38
1325,1395,26506,2164,7775,2101,3,603.00,90.45,2008-10-02 10:36:20
2480,2654,17738,81,7745,2101,2,412.00,61.80,2008-10-02 08:28:35
2634,2829,3382,20669,8409,2101,2,458.00,68.70,2008-10-02 03:23:40
2914,3108,15269,9563,2827,2101,3,501.00,75.15,2008-10-02 05:19:46
251,261,29946,26294,3038,2102,1,26.00,3.90,2008-10-03 09:33:03
287,290,12099,1001,332,2102,1,67.00,10.05,2008-10-03 03:54:06
788,808,9624,27609,2480,2102,4,688.00,103.20,2008-10-03 02:22:04
818,833,28005,8809,5666,2102,1,111.00,16.65,2008-10-03 05:17:57
2670,2885,30171,24857,1441,2102,1,249.00,37.35,2008-10-03 05:07:10
2754,2959,22340,20539,1296,2102,4,792.00,118.80,2008-10-03 09:19:35
3401,3684,21057,25464,5422,2102,4,240.00,36.00,2008-10-03 03:06:44
623,631,9621,46,13,2103,2,40.00,6.00,2008-10-04 09:13:11
790,808,9624,28526,2480,2103,2,344.00,51.60,2008-10-04 02:27:16
876,888,13585,4941,6239,2103,1,103.00,15.45,2008-10-04 10:20:47
1137,1181,43199,6888,7278,2103,2,280.00,42.00,2008-10-04 08:27:33
1255,1322,37250,4704,8105,2103,2,46.00,6.90,2008-10-04 04:48:44
2115,2262,6647,5733,5021,2103,1,103.00,15.45,2008-10-04 01:00:19
3054,3273,33315,26693,4872,2103,2,252.00,37.80,2008-10-04 11:53:13
52,58,38249,5545,401,2104,4,884.00,132.60,2008-10-05 12:16:57
2487,2662,43951,8796,392,2104,2,126.00,18.90,2008-10-05 09:03:12
140,148,49976,12991,3548,2105,2,260.00,39.00,2008-10-06 02:27:58
2002,2145,13629,38289,3902,2105,3,624.00,93.60,2008-10-06 05:55:36
2251,2426,31182,11096,3844,2105,1,214.00,32.10,2008-10-06 08:00:10
3003,3197,12879,35527,4081,2105,4,760.00,114.00,2008-10-06 09:17:41
3112,3329,41740,25512,8028,2105,1,141.00,21.15,2008-10-06 03:17:16
3589,3875,16920,16274,2199,2105,3,159.00,23.85,2008-10-06 10:55:16
2244,2421,6512,31467,6581,2106,1,48.00,7.20,2008-10-07 07:42:34
2492,2668,9912,8758,6971,2106,2,320.00,48.00,2008-10-07 09:26:20
2796,2993,27077,5663,5525,2106,1,244.00,36.60,2008-10-07 11:37:42
462,464,16755,5955,846,2107,1,126.00,18.90,2008-10-08 02:54:57
819,833,28005,12532,5666,2107,2,222.00,33.30,2008-10-08 05:21:02
1631,1748,38187,33373,4866,2107,4,292.00,43.80,2008-10-08 07:38:11
1632,1748,38187,33414,4866,2107,2,146.00,21.90,2008-10-08 07:40:36
3046,3253,10219,5713,1423,2107,4,132.00,19.80,2008-10-08 10:54:47
3304,3575,12653,38671,6312,2107,4,936.00,140.40,2008-10-08 10:53:43
1323,1395,26506,8136,7775,2108,1,201.00,30.15,2008-10-09 10:23:25
1633,1748,38187,34278,4866,2108,1,73.00,10.95,2008-10-09 07:51:09
2043,2186,30005,12214,5133,2108,1,140.00,21.00,2008-10-09 07:37:04
78,100,38557,39035,6307,2109,1,133.00,19.95,2008-10-10 10:12:19
149,156,3065,3902,2264,2109,2,106.00,15.90,2008-10-10 04:34:32
394,399,20832,36039,6848,2109,1,79.00,11.85,2008-10-10 06:48:09
1424,1508,33537,22555,7607,2109,2,302.00,45.30,2008-10-10 05:03:46
1340,1408,786,17209,4260,2110,1,172.00,25.80,2008-10-11 11:20:34
2283,2457,46008,26052,1241,2110,3,606.00,90.90,2008-10-11 09:31:50
2579,2769,47046,11668,6917,2110,2,218.00,32.70,2008-10-11 01:09:33
3402,3684,21057,32369,5422,2110,1,60.00,9.00,2008-10-11 03:08:17
141,148,49976,18092,3548,2111,1,130.00,19.50,2008-10-12 02:28:11
1324,1395,26506,10216,7775,2111,2,402.00,60.30,2008-10-12 10:31:55
1656,1760,8725,16972,5710,2111,4,548.00,82.20,2008-10-12 09:30:27
2044,2186,30005,14379,5133,2111,4,560.00,84.00,2008-10-12 07:47:33
2227,2396,13058,33692,8404,2111,1,79.00,11.85,2008-10-12 06:37:42
2328,2498,26262,3846,7410,2111,3,144.00,21.60,2008-10-12 12:17:30
2435,2610,38326,15875,1507,2111,3,708.00,106.20,2008-10-12 05:56:06
2489,2662,43951,14393,392,2111,4,252.00,37.80,2008-10-12 09:20:20
2718,2924,30084,17136,2597,2111,2,430.00,64.50,2008-10-12 07:16:15
3390,3672,41978,22147,8275,2111,1,207.00,31.05,2008-10-12 02:20:46
3592,3875,16920,21386,2199,2111,2,106.00,15.90,2008-10-12 11:04:13
1893,2028,10485,15594,7950,2112,1,137.00,20.55,2008-10-13 11:53:15
2000,2145,13629,43923,3902,2112,4,832.00,124.80,2008-10-13 05:51:45
2293,2467,37971,33907,487,2112,4,128.00,19.20,2008-10-13 10:15:03
3591,3875,16920,22332,2199,2112,1,53.00,7.95,2008-10-13 11:01:59
3709,4009,24486,38866,1361,2112,1,95.00,14.25,2008-10-13 03:49:03
453,452,30509,22123,8355,2113,1,74.00,11.10,2008-10-14 01:58:47
922,929,31191,16283,7900,2113,3,447.00,67.05,2008-10-14 02:28:04
1097,1126,29791,8136,3082,2113,1,215.00,32.25,2008-10-14 05:49:32
2178,2337,26338,5535,6300,2113,2,330.00,49.50,2008-10-14 04:53:06
2957,3158,14488,12240,2562,2113,1,61.00,9.15,2008-10-14 07:13:28
3134,3355,23184,31876,7772,2113,1,191.00,28.65,2008-10-14 04:15:53
2488,2662,43951,16909,392,2114,1,63.00,9.45,2008-10-15 09:05:48
30,30,16240,9876,7351,2115,1,218.00,32.70,2008-10-16 04:00:01
821,837,14861,12001,4918,2115,1,87.00,13.05,2008-10-16 05:28:20
930,939,16801,12532,8317,2115,2,70.00,10.50,2008-10-16 03:08:15
2250,2426,31182,19452,3844,2115,2,428.00,64.20,2008-10-16 07:53:00
2353,2521,17449,19901,2931,2115,4,472.00,70.80,2008-10-16 01:11:44
2493,2668,9912,16224,6971,2115,1,160.00,24.00,2008-10-16 09:33:10
37,36,42794,17873,3267,2116,2,124.00,18.60,2008-10-17 05:24:59
374,368,2522,20055,1379,2116,1,148.00,22.20,2008-10-17 04:11:16
881,893,17092,4673,972,2116,1,102.00,15.30,2008-10-17 11:04:43
3590,3875,16920,25683,2199,2116,4,212.00,31.80,2008-10-17 10:59:29
3665,3961,39613,29223,1159,2116,1,229.00,34.35,2008-10-17 01:45:29
39,36,42794,19141,3267,2117,1,62.00,9.30,2008-10-18 06:18:55
826,841,6112,39686,2551,2117,2,172.00,25.80,2008-10-18 05:54:51
828,841,6112,39881,2551,2117,1,86.00,12.90,2008-10-18 05:58:08
1254,1322,37250,16570,8105,2117,1,23.00,3.45,2008-10-18 04:44:12
2232,2405,30681,3849,2264,2117,1,205.00,30.75,2008-10-18 06:44:15
2819,3018,44026,31926,859,2117,1,105.00,15.75,2008-10-18 12:35:46
3036,3241,3669,306,3621,2117,3,126.00,18.90,2008-10-18 10:34:21
3574,3858,2941,9451,7075,2117,1,77.00,11.55,2008-10-18 10:13:49
3721,4018,42500,15002,6905,2117,4,220.00,33.00,2008-10-18 04:22:39
285,288,3970,40736,4166,2118,1,221.00,33.15,2008-10-19 03:51:59
2471,2645,49236,21373,298,2066,2,354.00,53.10,2008-08-28 07:51:39
543,551,45128,33337,742,2067,2,292.00,43.80,2008-08-29 11:54:37
667,673,31632,29438,764,2067,2,194.00,29.10,2008-08-29 02:06:21
1379,1461,27947,10214,3814,2067,1,188.00,28.20,2008-08-29 01:28:52
1852,1971,38931,14161,1194,2067,5,890.00,133.50,2008-08-29 09:35:51
1104,1138,21752,17146,1639,2068,4,836.00,125.40,2008-08-30 06:14:29
1853,1971,38931,14318,1194,2068,4,712.00,106.80,2008-08-30 09:40:24
3336,3613,20380,19683,8499,2068,1,241.00,36.15,2008-08-30 12:08:48
1476,1557,42022,34362,9,2069,1,36.00,5.40,2008-08-31 09:29:03
1846,1966,45102,3286,6697,2069,2,278.00,41.70,2008-08-31 09:14:00
1052,1067,45947,22624,2162,2070,1,144.00,21.60,2008-09-01 01:15:11
3059,3276,1599,38713,6700,2070,1,167.00,25.05,2008-09-01 12:07:49
3222,3466,19805,18407,147,2070,2,414.00,62.10,2008-09-01 07:45:54
3584,3870,49067,33013,8367,2070,3,381.00,57.15,2008-09-01 10:44:41
3739,4046,43554,4642,4369,2070,1,225.00,33.75,2008-09-01 04:57:42
810,826,22360,16415,3591,2071,1,159.00,23.85,2008-09-02 04:25:33
2068,2218,7673,16909,1095,2071,1,40.00,6.00,2008-09-02 09:46:40
833,849,29447,12152,5352,2072,2,248.00,37.20,2008-09-03 06:29:08
983,996,25104,1791,7278,2072,4,136.00,20.40,2008-09-03 07:10:13
1252,1320,25364,19452,4520,2072,2,110.00,16.50,2008-09-03 04:34:34
2123,2274,30030,7548,2020,2072,4,228.00,34.20,2008-09-03 01:38:13
3223,3466,19805,20584,147,2072,4,828.00,124.20,2008-09-03 07:46:14
167,171,45642,3331,6239,2073,2,420.00,63.00,2008-09-04 08:31:02
290,293,2768,17441,7156,2073,1,67.00,10.05,2008-09-04 04:19:55
1105,1138,21752,21012,1639,2073,2,418.00,62.70,2008-09-04 06:15:11
2702,2906,28786,41323,3042,2073,3,369.00,55.35,2008-09-04 06:34:28
2952,3152,22876,1714,7226,2073,4,480.00,72.00,2008-09-04 07:01:26
3706,4008,42317,6730,182,2073,4,460.00,69.00,2008-09-04 03:40:26
144,150,46955,11836,908,2074,2,272.00,40.80,2008-09-05 03:07:40
276,280,41126,17209,6685,2074,1,81.00,12.15,2008-09-05 02:53:13
1141,1190,30458,16639,5231,2074,2,198.00,29.70,2008-09-05 08:41:25
1541,1633,40286,8297,1313,2074,1,155.00,23.25,2008-09-05 02:39:43
2350,2519,17927,5663,8370,2074,1,140.00,21.00,2008-09-05 01:05:49
2361,2528,19950,9312,6307,2074,1,47.00,7.05,2008-09-05 01:39:01
2388,2553,35337,6960,6486,2074,6,780.00,117.00,2008-09-05 03:12:51
2743,2951,20890,19715,7249,2074,1,125.00,18.75,2008-09-05 08:57:56
3741,4046,43554,7635,4369,2074,2,450.00,67.50,2008-09-05 05:10:56
89,113,29704,815,4699,2075,1,176.00,26.40,2008-09-06 01:49:23
92,115,39115,11426,3513,2075,2,274.00,41.10,2008-09-06 02:46:14
1292,1367,14453,21232,8774,2075,4,132.00,19.80,2008-09-06 07:49:49
2790,2990,15018,25206,6760,2075,3,423.00,63.45,2008-09-06 10:57:35
3058,3276,1599,43099,6700,2075,2,334.00,50.10,2008-09-06 12:04:37
551,557,5732,20081,2724,2076,2,164.00,24.60,2008-09-07 12:53:18
1396,1480,3916,16739,3611,2076,4,496.00,74.40,2008-09-07 02:44:56
2145,2299,19654,5870,1921,2076,2,458.00,68.70,2008-09-07 03:07:01
2951,3152,22876,4795,7226,2076,2,240.00,36.00,2008-09-07 07:00:19
3570,3856,37109,26651,5073,2076,2,430.00,64.50,2008-09-07 09:59:48
23,22,19934,45572,742,2077,1,38.00,5.70,2008-09-08 09:40:05
469,468,42137,13656,7978,2077,2,486.00,72.90,2008-09-08 03:32:37
544,551,45128,41946,742,2077,1,146.00,21.90,2008-09-08 12:08:04
1625,1739,46932,1993,3660,2077,2,434.00,65.10,2008-09-08 07:15:28
2801,2995,42545,20535,8705,2077,1,67.00,10.05,2008-09-08 11:51:41
3224,3466,19805,24303,147,2077,3,621.00,93.15,2008-09-08 07:49:08
2114,2260,48969,11654,4017,2078,1,109.00,16.35,2008-09-09 12:55:17
2390,2553,35337,10038,6486,2078,2,260.00,39.00,2008-09-09 03:16:47
2770,2970,36674,42220,6710,2078,2,498.00,74.70,2008-09-09 09:54:29
2791,2990,15018,27872,6760,2078,1,141.00,21.15,2008-09-09 11:06:45
291,293,2768,22104,7156,2079,2,134.00,20.10,2008-09-10 04:36:53
1556,1657,29072,31102,5166,2079,2,486.00,72.90,2008-09-10 03:56:19
1577,1684,16556,301,6556,2079,1,86.00,12.90,2008-09-10 05:14:57
2220,2387,17231,32853,8339,2079,1,158.00,23.70,2008-09-10 06:27:41
2609,2796,6475,34704,5970,2079,2,472.00,70.80,2008-09-10 02:09:17
3683,3982,30455,1445,859,2079,2,178.00,26.70,2008-09-10 02:42:04
63,72,11258,2671,3398,2080,1,164.00,24.60,2008-09-11 05:28:14
75,94,23652,28081,6117,2080,2,74.00,11.10,2008-09-11 08:42:27
1475,1557,42022,43964,9,2080,2,72.00,10.80,2008-09-11 09:15:26
2055,2201,16789,15749,4823,2080,2,186.00,27.90,2008-09-11 08:51:00
3442,3719,36322,29196,8705,2081,4,360.00,54.00,2008-09-12 04:44:09
277,280,41126,23868,6685,2082,2,162.00,24.30,2008-09-13 02:53:31
850,863,40823,1493,7766,2082,2,168.00,25.20,2008-09-13 07:28:34
1420,1506,24230,10672,6378,2082,3,303.00,45.45,2008-09-13 04:47:53
1421,1507,48477,24921,4693,2082,1,150.00,22.50,2008-09-13 04:54:35
1422,1507,48477,24491,4693,2082,2,300.00,45.00,2008-09-13 04:57:16
1557,1657,29072,33344,5166,2082,4,972.00,145.80,2008-09-13 03:59:28
1847,1966,45102,13333,6697,2082,6,834.00,125.10,2008-09-13 09:14:27
2054,2201,16789,17352,4823,2082,1,93.00,13.95,2008-09-13 08:44:37
2122,2274,30030,16215,2020,2082,2,114.00,17.10,2008-09-13 01:37:36
2245,2422,219,2122,7297,2082,2,410.00,61.50,2008-09-13 07:42:49
3598,3883,41115,8119,8055,2082,3,189.00,28.35,2008-09-13 11:08:39
185,191,32706,2703,6378,2083,2,378.00,56.70,2008-09-14 11:36:28
672,684,7639,21327,5446,2083,2,444.00,66.60,2008-09-14 02:25:58
984,996,25104,11121,7278,2083,2,68.00,10.20,2008-09-14 07:19:32
985,996,25104,11048,7278,2083,1,34.00,5.10,2008-09-14 07:22:53
1375,1451,5413,29830,6751,2083,4,796.00,119.40,2008-09-14 01:18:29
2537,2719,16838,26616,5387,2083,1,107.00,16.05,2008-09-14 11:16:04
2998,3193,19643,31327,2953,2083,4,500.00,75.00,2008-09-14 09:00:48
1608,1718,10192,4104,3899,2084,2,360.00,54.00,2008-09-15 06:32:33
2387,2553,35337,15272,6486,2084,4,520.00,78.00,2008-09-15 03:09:07
3534,3813,19706,32600,3060,2084,2,176.00,26.40,2008-09-15 08:30:26
393,395,48416,46530,491,2085,1,114.00,17.10,2008-09-16 06:47:04
3220,3461,42335,29857,2724,2085,1,147.00,22.05,2008-09-16 07:39:42
3443,3719,36322,33213,8705,2085,1,90.00,13.50,2008-09-16 04:45:22
877,888,13585,17121,6239,2118,2,206.00,30.90,2008-10-19 10:31:26
1563,1663,3115,1995,6535,2118,2,206.00,30.90,2008-10-19 04:16:55
2407,2571,17195,1393,3343,2118,4,700.00,105.00,2008-10-19 04:18:28
3156,3387,36002,11420,6187,2118,4,284.00,42.60,2008-10-19 04:50:08
3254,3502,40817,9187,1985,2118,1,48.00,7.20,2008-10-19 08:53:03
565,567,13831,30544,1855,2119,2,164.00,24.60,2008-10-20 02:29:39
2212,2381,23612,23087,5935,2119,1,101.00,15.15,2008-10-20 06:05:30
2469,2643,43832,6065,4742,2119,4,912.00,136.80,2008-10-20 07:45:20
3555,3839,33074,12349,6658,2119,1,210.00,31.50,2008-10-20 09:35:36
1099,1130,3983,13693,8433,2120,1,132.00,19.80,2008-10-21 06:02:24
1469,1553,42689,7008,4418,2120,4,432.00,64.80,2008-10-21 08:49:58
2105,2248,37326,17136,8105,2120,2,50.00,7.50,2008-10-21 12:10:07
2643,2839,22330,8121,6498,2120,2,428.00,64.20,2008-10-21 03:53:17
3035,3241,3669,3286,3621,2120,2,84.00,12.60,2008-10-21 10:28:13
180,183,42527,12311,6053,2121,2,404.00,60.60,2008-10-22 11:01:12
564,567,13831,31870,1855,2121,1,82.00,12.30,2008-10-22 02:24:26
923,929,31191,23066,7900,2121,1,149.00,22.35,2008-10-22 02:28:46
1029,1044,7425,306,6637,2121,3,285.00,42.75,2008-10-22 11:44:13
1071,1091,15006,26535,2719,2121,1,85.00,12.75,2008-10-22 03:16:32
1266,1331,4871,26124,3027,2121,4,1000.00,150.00,2008-10-22 05:26:17
2222,2389,17189,700,3307,2121,4,812.00,121.80,2008-10-22 06:32:13
2699,2905,7195,724,1227,2121,2,370.00,55.50,2008-10-22 06:24:59
3630,3919,9863,10987,8392,2121,1,152.00,22.80,2008-10-22 12:04:41
33,32,42668,3233,6478,2122,3,615.00,92.25,2008-10-23 04:59:48
364,358,30041,12311,1464,2122,2,96.00,14.40,2008-10-23 02:41:53
2434,2610,38326,25515,1507,2122,2,472.00,70.80,2008-10-23 05:53:47
2477,2654,17738,17546,7745,2122,4,824.00,123.60,2008-10-23 08:18:12
3631,3919,9863,12008,8392,2122,2,304.00,45.60,2008-10-23 12:05:12
3722,4018,42500,19280,6905,2122,2,110.00,16.50,2008-10-23 04:27:19
3763,4062,42144,9814,2719,2122,2,258.00,38.70,2008-10-23 06:04:10
1275,1342,5681,38235,6215,2123,1,222.00,33.30,2008-10-24 06:17:16
1677,1777,25388,7382,6497,2123,1,85.00,12.75,2008-10-24 10:54:40
2861,3060,22042,35295,7783,2123,1,51.00,7.65,2008-10-24 02:40:15
3083,3304,23970,8948,2659,2123,1,155.00,23.25,2008-10-24 01:35:22
3348,3622,33921,8040,1707,2123,1,97.00,14.55,2008-10-24 12:28:36
3575,3858,2941,14266,7075,2123,2,154.00,23.10,2008-10-24 10:16:56
32,32,42668,4977,6478,2124,1,205.00,30.75,2008-10-25 04:33:11
624,631,9621,17619,13,2124,1,20.00,3.00,2008-10-25 09:13:40
823,837,14861,19594,4918,2124,4,348.00,52.20,2008-10-25 05:34:03
921,929,31191,25159,7900,2124,2,298.00,44.70,2008-10-25 02:27:39
2478,2654,17738,19782,7745,2124,3,618.00,92.70,2008-10-25 08:21:53
2845,3040,8322,3902,8529,2124,2,430.00,64.50,2008-10-25 01:54:39
605,612,2460,16566,5399,2125,2,464.00,69.60,2008-10-26 06:48:34
1507,1589,20632,9831,7861,2125,2,210.00,31.50,2008-10-26 11:43:32
1810,1926,866,8204,3684,2125,1,152.00,22.80,2008-10-26 07:09:20
2104,2248,37326,21417,8105,2125,4,100.00,15.00,2008-10-26 12:09:30
2190,2358,34566,941,1762,2125,2,480.00,72.00,2008-10-26 05:18:27
2436,2610,38326,27872,1507,2125,1,236.00,35.40,2008-10-26 05:57:58
2698,2905,7195,3849,1227,2125,1,185.00,27.75,2008-10-26 06:24:50
3025,3221,39494,7610,1985,2125,2,134.00,20.10,2008-10-26 10:07:18
3764,4063,6773,2001,734,2125,4,844.00,126.60,2008-10-26 06:12:07
182,183,42527,15954,6053,2126,3,606.00,90.90,2008-10-27 11:19:32
606,612,2460,17209,5399,2126,1,232.00,34.80,2008-10-27 07:07:21
1657,1760,8725,29383,5710,2126,2,274.00,41.10,2008-10-27 09:31:57
2308,2480,28378,1092,5292,2126,2,52.00,7.80,2008-10-27 10:50:17
702,720,18119,6202,2450,2127,2,216.00,32.40,2008-10-28 05:20:53
2538,2722,30239,23698,7637,2127,2,338.00,50.70,2008-10-28 11:16:53
2958,3158,14488,23373,2562,2127,2,122.00,18.30,2008-10-28 07:15:02
3055,3274,27086,2425,1780,2127,1,85.00,12.75,2008-10-28 11:53:28
3413,3692,7658,16282,7893,2127,1,71.00,10.65,2008-10-28 03:47:19
3526,3804,6699,4821,6284,2127,2,460.00,69.00,2008-10-28 08:10:12
3616,3899,40049,38713,6755,2127,3,240.00,36.00,2008-10-28 11:32:55
3765,4063,6773,3517,734,2127,3,633.00,94.95,2008-10-28 06:12:30
463,464,16755,23646,846,2128,4,504.00,75.60,2008-10-29 03:02:02
1991,2141,2891,11692,3222,2128,1,120.00,18.00,2008-10-29 05:18:45
2101,2246,48938,39155,1788,2128,1,115.00,17.25,2008-10-29 12:05:45
2385,2552,4693,3336,3104,2128,3,273.00,40.95,2008-10-29 02:57:22
2752,2958,7580,2697,6428,2128,4,104.00,15.60,2008-10-29 09:18:14
3305,3576,2782,2361,5778,2128,2,318.00,47.70,2008-10-29 10:57:12
3330,3606,13502,11375,1735,2128,1,48.00,7.20,2008-10-29 11:58:41
3498,3769,246,12529,7661,2128,4,840.00,126.00,2008-10-29 06:48:53
283,283,18230,17441,602,2129,1,150.00,22.50,2008-10-30 03:16:28
962,965,4240,44488,8601,2129,1,96.00,14.40,2008-10-30 05:47:38
1073,1091,15006,32735,2719,2129,2,170.00,25.50,2008-10-30 03:32:29
1515,1605,14732,14212,1707,2129,1,97.00,14.55,2008-10-30 12:29:13
3233,3475,25489,23405,6418,2129,2,286.00,42.90,2008-10-30 08:01:17
339,341,402,39281,8199,2130,2,96.00,14.40,2008-10-31 11:32:33
1516,1605,14732,15745,1707,2130,3,291.00,43.65,2008-10-31 12:31:30
1566,1666,36048,11446,2852,2130,1,121.00,18.15,2008-10-31 04:29:26
3278,3541,40597,16675,8473,2130,1,181.00,27.15,2008-10-31 09:58:02
3414,3692,7658,18436,7893,2130,3,213.00,31.95,2008-10-31 03:48:22
410,407,25039,20059,8713,2131,2,422.00,63.30,2008-11-01 09:04:20
1495,1578,47361,5406,2836,2131,2,466.00,69.90,2008-11-01 10:59:11
2138,2295,32365,8479,2575,2131,1,211.00,31.65,2008-11-01 02:52:08
2669,2883,25368,24366,3849,2131,1,150.00,22.50,2008-11-01 05:06:41
3119,3339,24214,18407,2833,2131,2,408.00,61.20,2008-11-01 03:27:35
3601,3885,6524,29449,7013,2131,1,120.00,18.00,2008-11-01 11:12:04
1031,1044,7425,9338,6637,2132,2,190.00,28.50,2008-11-02 11:49:54
1502,1584,3979,8796,6050,2132,2,276.00,41.40,2008-11-02 11:26:14
2578,2769,47046,30555,6917,2132,1,109.00,16.35,2008-11-02 01:02:53
1030,1044,7425,10016,6637,2133,1,95.00,14.25,2008-11-03 11:45:56
1439,1518,15867,17990,6350,2133,2,378.00,56.70,2008-11-03 06:17:56
3519,3797,29648,13650,412,2085,4,556.00,83.40,2008-09-16 07:43:21
629,638,23075,724,6674,2086,2,468.00,70.20,2008-09-17 09:40:09
1572,1678,32145,7079,6646,2086,2,414.00,62.10,2008-09-17 04:57:57
1817,1933,35514,6510,7959,2086,2,376.00,56.40,2008-09-17 07:24:03
1891,2026,44518,2071,3199,2086,2,96.00,14.40,2008-09-17 11:49:01
2570,2758,19049,2196,121,2086,1,105.00,15.75,2008-09-17 12:40:09
3535,3813,19706,34928,3060,2086,1,88.00,13.20,2008-09-17 08:37:14
168,171,45642,14799,6239,2087,1,210.00,31.50,2008-09-18 09:02:46
2311,2481,15348,5566,1300,2087,5,610.00,91.50,2008-09-18 10:56:18
3690,3989,18084,21280,4993,2087,2,396.00,59.40,2008-09-18 03:01:27
1167,1217,30154,8871,487,2088,3,600.00,90.00,2008-09-19 10:38:54
1818,1933,35514,7618,7959,2088,1,188.00,28.20,2008-09-19 07:29:44
2075,2222,43711,17532,760,2088,4,368.00,55.20,2008-09-19 10:13:38
2806,2999,15898,26901,4759,2088,2,490.00,73.50,2008-09-19 12:06:07
2970,3166,7451,2921,1560,2088,2,68.00,10.20,2008-09-19 07:48:21
3086,3306,6352,20649,7500,2088,1,90.00,13.50,2008-09-19 01:38:52
62,72,11258,10729,3398,2089,2,328.00,49.20,2008-09-20 05:18:34
77,97,45658,24628,8721,2089,4,424.00,63.60,2008-09-20 10:06:27
188,200,41470,11681,3638,2089,1,22.00,3.30,2008-09-20 11:55:05
552,557,5732,31620,2724,2089,4,328.00,49.20,2008-09-20 01:03:48
993,1003,20543,7898,1921,2089,4,524.00,78.60,2008-09-20 08:24:14
1374,1451,5413,34201,6751,2089,1,199.00,29.85,2008-09-20 01:16:05
2836,3033,12437,21721,7154,2089,1,111.00,16.65,2008-09-20 01:28:46
69,83,21300,4855,677,2090,2,336.00,50.40,2008-09-21 07:10:03
836,849,29447,27221,5352,2090,4,496.00,74.40,2008-09-21 06:35:37
1845,1966,45102,20620,6697,2090,1,139.00,20.85,2008-09-21 09:07:50
2076,2224,20515,8435,7200,2090,2,120.00,18.00,2008-09-21 10:20:44
2246,2422,219,8909,7297,2090,1,205.00,30.75,2008-09-21 07:43:49
2792,2990,15018,38113,6760,2090,2,282.00,42.30,2008-09-21 11:08:04
2932,3134,25490,4695,8470,2090,1,93.00,13.95,2008-09-21 05:57:12
288,292,22685,122,6427,2091,2,492.00,73.80,2008-09-22 04:01:00
835,849,29447,27742,5352,2091,3,372.00,55.80,2008-09-22 06:34:40
849,863,40823,8809,7766,2091,1,84.00,12.60,2008-09-22 07:28:19
2360,2528,19950,23698,6307,2091,2,94.00,14.10,2008-09-22 01:30:01
2667,2881,24155,17990,301,2091,2,318.00,47.70,2008-09-22 05:02:11
2878,3074,5056,31926,1861,2091,4,380.00,57.00,2008-09-22 03:50:03
3464,3745,28789,48615,586,2091,3,360.00,54.00,2008-09-22 05:33:19
3617,3903,45557,3713,7436,2091,1,80.00,12.00,2008-09-22 11:39:38
