listid,sellerid,eventid,dateid,numtickets,priceperticket,totalprice,listtime
72707,16107,550,2073,2,21.00,42.00,2008-09-04 06:45:26
80652,43449,2238,2073,8,391.00,3128.00,2008-09-04 09:39:00
90628,40995,6066,2073,5,445.00,2225.00,2008-09-04 09:20:35
96719,8732,5482,2073,20,249.00,4980.00,2008-09-04 06:16:36
102153,22346,5105,2073,1,50.00,50.00,2008-09-04 07:01:42
110361,43070,1616,2073,7,396.00,2772.00,2008-09-04 08:54:04
116797,9244,3984,2073,12,294.00,3528.00,2008-09-04 07:23:19
123588,43968,2020,2073,18,480.00,8640.00,2008-09-04 02:19:05
130653,2237,1075,2073,1,264.00,264.00,2008-09-04 12:13:01
136062,41772,5175,2073,1,396.00,396.00,2008-09-04 07:48:42
142212,25936,7659,2073,2,351.00,702.00,2008-09-04 08:27:46
148523,29844,7090,2073,2,267.00,534.00,2008-09-04 01:13:18
160186,9987,5164,2073,22,426.00,9372.00,2008-09-04 03:16:35
165782,33981,6021,2073,9,437.00,3933.00,2008-09-04 12:19:33
172934,26722,4542,2073,3,412.00,1236.00,2008-09-04 10:42:21
206490,29862,476,2073,8,2058.00,16464.00,2008-09-04 02:12:17
211427,33117,5563,2073,7,1188.00,8316.00,2008-09-04 05:56:59
215584,22159,5171,2073,4,648.00,2592.00,2008-09-04 08:43:47
224684,29400,780,2073,4,831.00,3324.00,2008-09-04 06:10:35
231817,14566,4441,2073,3,706.00,2118.00,2008-09-04 01:45:37
1946,44008,6342,2074,24,37.00,888.00,2008-09-05 04:05:46
12386,43289,5995,2074,26,176.00,4576.00,2008-09-05 06:17:21
18882,31296,7738,2074,6,235.00,1410.00,2008-09-05 06:21:31
23506,24097,295,2074,16,123.00,1968.00,2008-09-05 07:10:17
33432,18037,3899,2074,10,312.00,3120.00,2008-09-05 09:21:35
40230,28856,2219,2074,12,137.00,1644.00,2008-09-05 03:42:34
45383,16544,3004,2074,4,347.00,1388.00,2008-09-05 09:56:59
57188,28317,2529,2074,22,301.00,6622.00,2008-09-05 02:03:51
61397,37841,2246,2074,6,189.00,1134.00,2008-09-05 12:05:09
69463,4446,4759,2074,14,443.00,6202.00,2008-09-05 12:28:15
76920,5162,3720,2074,1,354.00,354.00,2008-09-05 08:41:47
84832,7722,6009,2074,3,321.00,963.00,2008-09-05 10:25:49
87926,21260,7968,2074,12,301.00,3612.00,2008-09-05 10:07:01
94154,4983,7849,2074,18,283.00,5094.00,2008-09-05 10:37:16
100598,4213,3288,2074,22,55.00,1210.00,2008-09-05 07:42:43
110847,24759,5631,2074,9,364.00,3276.00,2008-09-05 03:13:52
118344,29392,6702,2074,18,130.00,2340.00,2008-09-05 08:59:16
125075,17296,4340,2074,5,333.00,1665.00,2008-09-05 12:56:36
129093,38381,5597,2074,1,214.00,214.00,2008-09-05 10:48:19
137051,28351,6224,2074,6,279.00,1674.00,2008-09-05 02:43:34
141669,30684,1958,2074,4,346.00,1384.00,2008-09-05 08:03:52
149785,43253,392,2074,12,160.00,1920.00,2008-09-05 01:28:56
159958,14376,8065,2074,14,104.00,1456.00,2008-09-05 06:44:29
166061,25137,7242,2074,9,198.00,1782.00,2008-09-05 01:46:06
171822,46344,8370,2074,14,294.00,4116.00,2008-09-05 10:22:02
176738,16201,8522,2074,4,344.00,1376.00,2008-09-05 06:53:37
207828,24896,393,2074,8,2451.00,19608.00,2008-09-05 08:03:49
218906,32885,379,2074,4,667.00,2668.00,2008-09-05 05:58:57
223850,1599,6710,2074,8,856.00,6848.00,2008-09-05 11:52:42
229173,45870,3186,2074,1,1244.00,1244.00,2008-09-05 10:25:43
232002,10558,6619,2074,2,1956.00,3912.00,2008-09-05 05:49:52
3620,7839,4520,2075,8,92.00,736.00,2008-09-06 12:19:56
8622,31978,7277,2075,4,140.00,560.00,2008-09-06 04:13:55
17715,40040,1998,2075,24,220.00,5280.00,2008-09-06 02:23:39
25239,26962,8414,2075,18,176.00,3168.00,2008-09-06 02:25:46
29954,14061,2389,2075,3,107.00,321.00,2008-09-06 07:16:14
35833,47790,2252,2075,3,244.00,732.00,2008-09-06 05:30:42
44710,20162,4799,2075,3,239.00,717.00,2008-09-06 11:43:44
49333,17016,1832,2075,5,181.00,905.00,2008-09-06 06:23:59
56542,49484,5983,2075,3,287.00,861.00,2008-09-06 04:59:26
61576,21728,6554,2075,12,396.00,4752.00,2008-09-06 08:05:10
71496,49411,5313,2075,9,287.00,2583.00,2008-09-06 10:33:28
75920,49099,93,2075,1,279.00,279.00,2008-09-06 10:17:09
86314,8885,6082,2075,12,315.00,3780.00,2008-09-06 09:07:50
94888,47401,4513,2075,2,451.00,902.00,2008-09-06 05:18:59
100060,47819,7880,2075,6,302.00,1812.00,2008-09-06 10:04:06
107625,22191,995,2075,24,25.00,600.00,2008-09-06 03:31:15
115462,32614,703,2075,9,359.00,3231.00,2008-09-06 03:13:04
122928,6255,6434,2075,24,467.00,11208.00,2008-09-06 07:40:46
127790,27681,4513,2075,5,162.00,810.00,2008-09-06 06:54:11
134296,46367,6770,2075,12,126.00,1512.00,2008-09-06 07:04:08
143055,31064,412,2075,4,380.00,1520.00,2008-09-06 02:01:55
154716,4244,1629,2075,8,360.00,2880.00,2008-09-06 07:52:08
163734,10701,6621,2075,4,187.00,748.00,2008-09-06 05:04:15
169870,29164,7009,2075,14,106.00,1484.00,2008-09-06 03:18:41
180896,26801,3891,2075,10,250.00,2500.00,2008-09-06 12:49:35
213434,19757,1496,2075,6,421.00,2526.00,2008-09-06 05:29:16
216827,32,3660,2075,7,1831.00,12817.00,2008-09-06 04:09:57
224830,14618,3314,2075,5,1338.00,6690.00,2008-09-06 02:04:55
233389,18825,4796,2075,8,1082.00,8656.00,2008-09-06 03:50:51
2458,2735,5121,2076,12,54.00,648.00,2008-09-07 05:08:11
7923,19340,7433,2076,30,157.00,4710.00,2008-09-07 04:47:59
18340,45382,5313,2076,7,143.00,1001.00,2008-09-07 03:04:43
28220,42841,2149,2076,12,202.00,2424.00,2008-09-07 10:07:04
36601,34897,4412,2076,2,253.00,506.00,2008-09-07 05:36:21
45852,7557,321,2076,6,132.00,792.00,2008-09-07 07:49:51
53037,3273,4566,2076,22,199.00,4378.00,2008-09-07 08:21:08
63201,46253,4154,2076,16,296.00,4736.00,2008-09-07 09:06:06
67001,18528,7579,2076,18,442.00,7956.00,2008-09-07 08:18:29
74781,26576,4199,2076,8,58.00,464.00,2008-09-07 02:17:24
86319,5213,4866,2076,9,469.00,4221.00,2008-09-07 03:39:45
92520,37318,6818,2076,16,208.00,3328.00,2008-09-07 12:46:54
100723,44966,4699,2076,9,65.00,585.00,2008-09-07 03:34:07
108566,49222,477,2076,6,259.00,1554.00,2008-09-07 11:35:50
119200,33158,1359,2076,18,359.00,6462.00,2008-09-07 10:58:41
128836,38329,4234,2076,1,258.00,258.00,2008-09-07 04:35:16
133378,28584,7968,2076,1,384.00,384.00,2008-09-07 03:46:43
138194,38751,1517,2076,8,304.00,2432.00,2008-09-07 10:01:24
144131,14768,4371,2076,20,364.00,7280.00,2008-09-07 08:15:04
148909,44015,7544,2076,4,203.00,812.00,2008-09-07 03:38:44
153256,19947,8269,2076,8,351.00,2808.00,2008-09-07 10:48:59
159472,45951,329,2076,1,226.00,226.00,2008-09-07 02:38:23
163547,35126,5655,2076,24,247.00,5928.00,2008-09-07 10:42:18
172821,42983,5177,2076,5,339.00,1695.00,2008-09-07 07:31:52
178908,2833,3385,2076,24,286.00,6864.00,2008-09-07 12:27:07
209426,23466,408,2076,5,1038.00,5190.00,2008-09-07 10:38:32
223509,19080,4484,2076,7,1553.00,10871.00,2008-09-07 09:08:05
228124,17662,6956,2076,3,1229.00,3687.00,2008-09-07 10:39:34
2829,3382,8409,2077,30,229.00,6870.00,2008-09-08 09:50:38
8256,11449,742,2077,30,248.00,7440.00,2008-09-08 04:12:25
13895,35274,8630,2077,1,191.00,191.00,2008-09-08 01:39:44
20034,7785,359,2077,4,69.00,276.00,2008-09-08 01:03:48
29450,14808,2243,2077,5,223.00,1115.00,2008-09-08 05:29:36
37926,10500,7200,2077,14,211.00,2954.00,2008-09-08 10:56:07
43171,21028,1359,2077,4,298.00,1192.00,2008-09-08 11:31:08
48931,16252,4775,2077,16,108.00,1728.00,2008-09-08 09:48:40
56083,44543,6769,2077,4,178.00,712.00,2008-09-08 08:20:39
70281,3190,4481,2077,4,243.00,972.00,2008-09-08 09:22:18
75105,44419,8661,2077,18,267.00,4806.00,2008-09-08 02:57:08
81240,38486,7611,2077,14,498.00,6972.00,2008-09-08 02:55:12
84732,16509,3072,2077,10,245.00,2450.00,2008-09-08 07:48:56
90026,19240,4213,2077,3,213.00,639.00,2008-09-08 09:36:38
97089,13133,321,2077,20,124.00,2480.00,2008-09-08 05:15:05
107036,2192,2140,2077,7,403.00,2821.00,2008-09-08 11:19:06
110751,4111,4112,2077,12,190.00,2280.00,2008-09-08 03:35:05
118060,29512,5579,2077,12,87.00,1044.00,2008-09-08 11:48:32
123204,49324,3637,2077,16,172.00,2752.00,2008-09-08 07:35:08
130713,18250,2722,2077,1,430.00,430.00,2008-09-08 06:21:19
141978,41840,4748,2077,20,463.00,9260.00,2008-09-08 12:39:10
155501,11425,1861,2077,5,156.00,780.00,2008-09-08 12:58:25
161093,34466,2415,2077,2,230.00,460.00,2008-09-08 05:05:50
167967,18424,3679,2077,6,263.00,1578.00,2008-09-08 11:03:18
179263,42410,7601,2077,9,383.00,3447.00,2008-09-08 03:58:26
209134,46326,6840,2077,2,2221.00,4442.00,2008-09-08 12:07:04
215071,25043,1874,2077,6,558.00,3348.00,2008-09-08 12:17:32
219233,18000,7436,2077,5,1725.00,8625.00,2008-09-08 09:18:49
225297,1434,1244,2077,4,542.00,2168.00,2008-09-08 12:07:36
230158,17958,3539,2077,7,1994.00,13958.00,2008-09-08 03:25:39
1603,36612,5830,2078,18,215.00,3870.00,2008-09-09 08:31:02
8440,2885,6215,2078,22,47.00,1034.00,2008-09-09 01:16:50
17943,25758,2162,2078,14,231.00,3234.00,2008-09-09 04:20:26
27394,38205,5248,2078,22,131.00,2882.00,2008-09-09 10:06:14
32740,31474,1519,2078,10,210.00,2100.00,2008-09-09 02:51:03
38759,6818,3844,2078,20,287.00,5740.00,2008-09-09 11:59:40
46704,25864,1146,2078,22,180.00,3960.00,2008-09-09 08:54:33
52149,19736,4369,2078,12,271.00,3252.00,2008-09-09 10:24:37
58022,41498,1655,2078,24,273.00,6552.00,2008-09-09 03:07:04
64736,12760,2573,2078,18,183.00,3294.00,2008-09-09 10:29:04
72055,40587,8176,2078,16,171.00,2736.00,2008-09-09 11:33:56
76333,41640,5503,2078,18,168.00,3024.00,2008-09-09 07:25:21
84000,34840,6818,2078,14,249.00,3486.00,2008-09-09 07:40:32
93460,30231,1828,2078,12,236.00,2832.00,2008-09-09 11:51:18
105105,1006,1354,2078,3,455.00,1365.00,2008-09-09 08:43:27
113674,38056,2689,2078,1,287.00,287.00,2008-09-09 03:16:21
120613,15010,1420,2078,1,269.00,269.00,2008-09-09 05:51:19
128988,5576,3889,2078,4,196.00,784.00,2008-09-09 08:51:14
135439,7345,1179,2078,7,259.00,1813.00,2008-09-09 11:58:51
143885,17658,784,2078,1,209.00,209.00,2008-09-09 04:11:41
148356,48559,2222,2078,22,403.00,8866.00,2008-09-09 02:15:07
157523,22636,2148,2078,22,369.00,8118.00,2008-09-09 10:43:26
164089,45214,6540,2078,18,156.00,2808.00,2008-09-09 01:44:22
166875,29195,4589,2078,9,258.00,2322.00,2008-09-09 12:27:14
178412,34789,1373,2078,12,424.00,5088.00,2008-09-09 01:27:30
209191,40340,7996,2078,8,1231.00,9848.00,2008-09-09 04:13:11
215275,37644,8683,2078,4,1539.00,6156.00,2008-09-09 03:46:30
222871,29923,7656,2078,8,1283.00,10264.00,2008-09-09 02:10:33
228696,9453,8369,2078,1,1659.00,1659.00,2008-09-09 06:53:01
1832,36696,6183,2079,24,231.00,5544.00,2008-09-10 08:09:33
10230,1055,2199,2079,14,222.00,3108.00,2008-09-10 08:13:43
19112,45650,724,2079,1,241.00,241.00,2008-09-10 10:09:38
30670,41557,6457,2079,22,328.00,7216.00,2008-09-10 05:52:09
35475,45412,1063,2079,20,66.00,1320.00,2008-09-10 10:39:54
47212,24883,4013,2079,14,143.00,2002.00,2008-09-10 08:42:15
52267,28726,2423,2079,4,299.00,1196.00,2008-09-10 08:11:39
65730,30306,7461,2079,2,170.00,340.00,2008-09-10 03:02:30
75058,647,6317,2079,3,353.00,1059.00,2008-09-10 10:21:16
80162,25198,7021,2079,1,450.00,450.00,2008-09-10 01:19:27
90047,3868,5628,2079,4,379.00,1516.00,2008-09-10 02:15:28
97449,42578,5605,2079,1,153.00,153.00,2008-09-10 01:32:16
102540,41341,4916,2079,20,59.00,1180.00,2008-09-10 01:51:35
109032,21188,2418,2079,5,458.00,2290.00,2008-09-10 10:38:29
116693,49372,8558,2079,6,88.00,528.00,2008-09-10 12:02:58
124051,1327,6685,2079,5,159.00,795.00,2008-09-10 11:54:48
130519,9288,8063,2079,8,106.00,848.00,2008-09-10 07:26:48
140551,42011,3155,2079,9,172.00,1548.00,2008-09-10 09:48:59
148406,4061,4824,2079,20,449.00,8980.00,2008-09-10 01:30:10
160557,7613,8018,2079,9,367.00,3303.00,2008-09-10 02:48:05
167120,9954,332,2079,2,111.00,222.00,2008-09-10 02:42:53
171850,3660,6612,2079,4,223.00,892.00,2008-09-10 04:55:06
178143,27464,7830,2079,20,347.00,6940.00,2008-09-10 09:11:53
211646,20324,1252,2079,6,2226.00,13356.00,2008-09-10 08:35:34
218144,31632,1073,2079,8,1171.00,9368.00,2008-09-10 07:35:08
226190,38360,4104,2079,7,883.00,6181.00,2008-09-10 10:15:02
229043,13457,1832,2079,7,2110.00,14770.00,2008-09-10 11:05:31
4771,2280,7348,2080,16,21.00,336.00,2008-09-11 09:07:42
17029,17608,1716,2080,16,248.00,3968.00,2008-09-11 12:01:13
21735,21494,28,2080,24,82.00,1968.00,2008-09-11 06:26:48
25029,29691,4494,2080,12,199.00,2388.00,2008-09-11 10:26:12
29749,40754,1420,2080,4,240.00,960.00,2008-09-11 11:51:24
38763,6676,4452,2080,18,257.00,4626.00,2008-09-11 10:21:50
51645,60,8271,2080,9,173.00,1557.00,2008-09-11 11:12:08
56866,35190,8550,2080,7,130.00,910.00,2008-09-11 09:11:19
63992,30914,7193,2080,9,50.00,450.00,2008-09-11 08:56:50
68910,23614,4544,2080,8,351.00,2808.00,2008-09-11 07:00:32
77202,27250,1230,2080,1,290.00,290.00,2008-09-11 01:54:34
81258,10188,1075,2080,22,168.00,3696.00,2008-09-11 09:11:00
92150,49268,3089,2080,1,148.00,148.00,2008-09-11 08:12:55
98406,30128,5176,2080,20,317.00,6340.00,2008-09-11 10:39:50
104905,33748,2443,2080,4,364.00,1456.00,2008-09-11 11:20:25
110712,43077,2942,2080,20,382.00,7640.00,2008-09-11 01:21:32
116936,33677,983,2080,22,309.00,6798.00,2008-09-11 09:44:23
129195,30569,3725,2080,1,281.00,281.00,2008-09-11 10:58:40
136373,28984,4112,2080,7,106.00,742.00,2008-09-11 12:09:53
140558,13964,6317,2080,20,287.00,5740.00,2008-09-11 12:13:34
151753,46685,769,2080,16,45.00,720.00,2008-09-11 08:47:05
157742,39326,8401,2080,9,218.00,1962.00,2008-09-11 08:17:25
166030,44316,5978,2080,14,198.00,2772.00,2008-09-11 04:26:59
175212,4627,6500,2080,12,334.00,4008.00,2008-09-11 07:20:58
208905,11069,1399,2080,8,818.00,6544.00,2008-09-11 12:23:48
215610,15399,1362,2080,1,2045.00,2045.00,2008-09-11 08:10:42
223561,15835,2146,2080,8,1705.00,13640.00,2008-09-11 07:28:22
231215,8462,2815,2080,6,2491.00,14946.00,2008-09-11 12:51:17
901,40562,2942,2081,4,101.00,404.00,2008-09-12 09:02:08
4287,42248,7900,2081,8,248.00,1984.00,2008-09-12 03:59:12
10786,8678,3276,2081,12,34.00,408.00,2008-09-12 05:59:17
18490,12945,5175,2081,20,53.00,1060.00,2008-09-12 09:05:56
26757,35595,1503,2081,7,131.00,917.00,2008-09-12 11:33:26
33231,48192,2418,2081,24,307.00,7368.00,2008-09-12 05:30:04
37875,43072,7917,2081,18,277.00,4986.00,2008-09-12 02:46:20
44494,46583,2264,2081,14,72.00,1008.00,2008-09-12 12:33:35
52451,49078,4949,2081,10,338.00,3380.00,2008-09-12 02:27:08
57640,31991,8117,2081,4,291.00,1164.00,2008-09-12 01:57:39
65690,7348,791,2081,7,194.00,1358.00,2008-09-12 10:25:20
71098,49450,453,2081,1,377.00,377.00,2008-09-12 05:50:32
80098,38956,2724,2081,20,61.00,1220.00,2008-09-12 04:56:01
90010,25880,6245,2081,22,392.00,8624.00,2008-09-12 09:15:08
95976,27416,476,2081,9,152.00,1368.00,2008-09-12 12:32:26
102263,5313,7637,2081,16,220.00,3520.00,2008-09-12 08:14:03
110167,5487,6635,2081,10,292.00,2920.00,2008-09-12 03:32:24
118740,20947,2146,2081,3,266.00,798.00,2008-09-12 07:47:04
127439,309,3369,2081,6,444.00,2664.00,2008-09-12 11:07:17
135513,2233,3621,2081,12,58.00,696.00,2008-09-12 04:06:49
143328,33766,7828,2081,22,204.00,4488.00,2008-09-12 06:57:49
148930,44447,677,2081,3,395.00,1185.00,2008-09-12 11:10:19
155964,24078,1572,2081,1,159.00,159.00,2008-09-12 02:52:13
163760,22770,788,2081,1,441.00,441.00,2008-09-12 04:01:56
170613,30583,4673,2081,10,304.00,3040.00,2008-09-12 02:46:19
178618,45140,7695,2081,6,44.00,264.00,2008-09-12 08:37:11
208831,17535,292,2081,1,2086.00,2086.00,2008-09-12 01:39:19
217389,13377,6587,2081,4,716.00,2864.00,2008-09-12 06:12:19
228400,4565,4703,2081,2,815.00,1630.00,2008-09-12 11:43:15
4702,36470,5568,2082,12,164.00,1968.00,2008-09-13 09:47:18
12127,33196,8770,2082,24,183.00,4392.00,2008-09-13 07:57:23
16134,11924,7384,2082,22,79.00,1738.00,2008-09-13 04:45:29
22850,18145,5587,2082,24,49.00,1176.00,2008-09-13 05:23:41
28105,4848,3485,2082,2,158.00,316.00,2008-09-13 04:42:15
37018,3320,2631,2082,5,251.00,1255.00,2008-09-13 08:58:44
39843,45120,8116,2082,2,238.00,476.00,2008-09-13 08:57:35
46483,593,3155,2082,5,68.00,340.00,2008-09-13 10:09:36
55467,44597,4076,2082,8,38.00,304.00,2008-09-13 06:04:32
63045,1836,6347,2082,2,150.00,300.00,2008-09-13 05:59:56
70138,8142,1728,2082,12,64.00,768.00,2008-09-13 11:06:56
77470,17457,5377,2082,1,196.00,196.00,2008-09-13 09:22:27
87740,41043,1301,2082,1,491.00,491.00,2008-09-13 05:25:16
100023,5102,1296,2082,12,488.00,5856.00,2008-09-13 03:12:17
107069,12652,3199,2082,7,325.00,2275.00,2008-09-13 12:26:38
114991,26651,6848,2082,24,274.00,6576.00,2008-09-13 01:26:39
120902,10675,4620,2082,7,126.00,882.00,2008-09-13 01:33:11
130201,808,7403,2082,2,255.00,510.00,2008-09-13 10:21:29
134157,4264,4104,2082,7,348.00,2436.00,2008-09-13 07:32:42
142914,45306,412,2082,22,385.00,8470.00,2008-09-13 06:48:35
153766,3754,701,2082,6,347.00,2082.00,2008-09-13 09:31:59
160004,4606,5407,2082,10,445.00,4450.00,2008-09-13 09:02:36
162967,11972,3276,2082,18,419.00,7542.00,2008-09-13 11:25:05
175602,30288,4166,2082,6,356.00,2136.00,2008-09-13 05:01:56
206406,47943,7831,2082,8,441.00,3528.00,2008-09-13 08:00:36
212381,29651,8601,2082,6,2025.00,12150.00,2008-09-13 04:06:19
219108,40432,793,2082,6,2369.00,14214.00,2008-09-13 04:55:10
225278,7784,1109,2082,4,1383.00,5532.00,2008-09-13 09:51:21
233198,30637,1003,2082,3,817.00,2451.00,2008-09-13 10:07:27
2004,14717,7327,2083,10,68.00,680.00,2008-09-14 09:21:44
8940,30737,6843,2083,6,204.00,1224.00,2008-09-14 07:52:49
19158,31246,4566,2083,2,172.00,344.00,2008-09-14 03:56:45
22689,7085,7277,2083,20,218.00,4360.00,2008-09-14 01:10:23
28677,40336,5238,2083,6,30.00,180.00,2008-09-14 09:09:56
38237,45015,1420,2083,20,229.00,4580.00,2008-09-14 06:05:45
48293,39997,1005,2083,6,199.00,1194.00,2008-09-14 04:26:31
52108,34270,1527,2083,20,39.00,780.00,2008-09-14 04:43:16
61525,14507,7417,2083,22,350.00,7700.00,2008-09-14 03:51:33
70349,40975,8018,2083,9,364.00,3276.00,2008-09-14 10:27:07
80025,23202,1194,2083,7,98.00,686.00,2008-09-14 09:10:57
86570,2073,1517,2083,18,479.00,8622.00,2008-09-14 06:09:44
91757,39747,6473,2083,22,469.00,10318.00,2008-09-14 05:10:15
101010,15444,2013,2083,9,259.00,2331.00,2008-09-14 10:17:55
107868,30922,6465,2083,16,474.00,7584.00,2008-09-14 06:12:44
116549,16433,2339,2083,22,469.00,10318.00,2008-09-14 05:31:20
121592,35990,4409,2083,14,201.00,2814.00,2008-09-14 11:40:52
128029,38728,6794,2083,12,444.00,5328.00,2008-09-14 07:24:20
141323,5708,2497,2083,7,165.00,1155.00,2008-09-14 12:29:15
152128,34368,786,2083,16,235.00,3760.00,2008-09-14 06:53:49
157579,14060,38,2083,5,120.00,600.00,2008-09-14 04:21:19
164758,18045,321,2083,4,162.00,648.00,2008-09-14 11:27:34
171831,45785,4544,2083,8,296.00,2368.00,2008-09-14 06:11:08
176690,21089,3668,2083,24,398.00,9552.00,2008-09-14 01:38:51
206021,20576,185,2083,2,844.00,1688.00,2008-09-14 05:39:35
213684,18094,3816,2083,7,1504.00,10528.00,2008-09-14 09:53:33
219676,14556,7164,2083,6,2476.00,14856.00,2008-09-14 06:43:49
226472,16548,1300,2083,2,1667.00,3334.00,2008-09-14 09:20:18
231631,581,6352,2083,6,1904.00,11424.00,2008-09-14 11:30:21
3287,47685,105,2084,30,105.00,3150.00,2008-09-15 04:31:48
8235,49834,390,2084,24,56.00,1344.00,2008-09-15 11:08:06
12440,5505,701,2084,22,153.00,3366.00,2008-09-15 02:42:45
21458,43920,3060,2084,7,53.00,371.00,2008-09-15 04:34:17
31240,1156,2753,2084,6,143.00,858.00,2008-09-15 02:38:03
34201,40491,1176,2084,2,152.00,304.00,2008-09-15 08:03:33
43956,38683,3702,2084,7,150.00,1050.00,2008-09-15 07:52:09
51376,32770,2127,2084,5,273.00,1365.00,2008-09-15 02:08:16
58569,6400,6272,2084,18,188.00,3384.00,2008-09-15 05:54:30
70655,40719,1452,2084,5,150.00,750.00,2008-09-15 06:37:22
76105,37880,2353,2084,24,387.00,9288.00,2008-09-15 11:57:58
85659,39114,7978,2084,1,326.00,326.00,2008-09-15 12:00:43
93185,13186,1662,2084,1,267.00,267.00,2008-09-15 03:31:20
96950,39280,4927,2084,5,34.00,170.00,2008-09-15 07:46:00
103389,176,1110,2084,5,402.00,2010.00,2008-09-15 04:50:56
108807,43304,6078,2084,7,134.00,938.00,2008-09-15 08:58:11
115683,26946,1985,2084,1,323.00,323.00,2008-09-15 12:04:27
119799,47284,5380,2084,12,135.00,1620.00,2008-09-15 04:36:40
123961,38305,8597,2084,2,319.00,638.00,2008-09-15 07:18:23
130743,41683,8529,2084,8,69.00,552.00,2008-09-15 02:11:13
137133,13946,1109,2084,7,466.00,3262.00,2008-09-15 05:03:35
148783,41760,6381,2084,1,323.00,323.00,2008-09-15 10:42:18
159246,1408,1891,2084,4,420.00,1680.00,2008-09-15 07:33:47
168212,2815,3540,2084,22,272.00,5984.00,2008-09-15 09:02:47
171852,7728,6860,2084,12,153.00,1836.00,2008-09-15 09:19:40
177558,49792,7440,2084,3,414.00,1242.00,2008-09-15 02:56:49
208884,24641,1307,2084,1,527.00,527.00,2008-09-15 09:18:08
216030,44421,8271,2084,5,1386.00,6930.00,2008-09-15 10:35:27
224871,22069,3483,2084,5,2176.00,10880.00,2008-09-15 11:10:28
230099,25842,4369,2084,7,1994.00,13958.00,2008-09-15 05:34:22
7095,29059,7081,2085,7,228.00,1596.00,2008-09-16 05:11:37
16668,19799,5439,2085,16,136.00,2176.00,2008-09-16 02:18:12
23837,48673,1716,2085,4,224.00,896.00,2008-09-16 08:52:49
27802,36500,5018,2085,10,234.00,2340.00,2008-09-16 01:55:53
35248,12870,831,2085,4,39.00,156.00,2008-09-16 09:02:15
41230,44714,8342,2085,16,328.00,5248.00,2008-09-16 01:14:46
45103,3208,1639,2085,22,117.00,2574.00,2008-09-16 12:02:42
52013,12878,332,2085,3,73.00,219.00,2008-09-16 12:24:38
56409,23296,4895,2085,20,152.00,3040.00,2008-09-16 01:33:00
62456,15886,455,2085,24,389.00,9336.00,2008-09-16 11:29:21
67952,42361,8066,2085,7,25.00,175.00,2008-09-16 12:21:27
74465,39921,2521,2085,20,228.00,4560.00,2008-09-16 12:26:27
77794,10344,4236,2085,7,73.00,511.00,2008-09-16 03:58:23
85428,1637,5177,2085,16,481.00,7696.00,2008-09-16 12:35:02
92612,27707,5824,2085,4,244.00,976.00,2008-09-16 06:26:30
99480,13059,6485,2085,6,436.00,2616.00,2008-09-16 10:20:26
106549,17405,1709,2085,12,60.00,720.00,2008-09-16 02:42:29
119426,28805,434,2085,12,319.00,3828.00,2008-09-16 06:14:47
132071,40089,7191,2085,9,389.00,3501.00,2008-09-16 03:45:49
137102,7985,2626,2085,22,134.00,2948.00,2008-09-16 01:03:24
140298,4227,7651,2085,4,281.00,1124.00,2008-09-16 11:18:11
145636,5979,7164,2085,10,125.00,1250.00,2008-09-16 09:43:14
154505,20809,729,2085,24,145.00,3480.00,2008-09-16 04:01:28
161167,19063,2293,2085,20,216.00,4320.00,2008-09-16 10:04:26
167311,29118,2593,2085,16,55.00,880.00,2008-09-16 03:59:46
173545,38021,554,2085,18,320.00,5760.00,2008-09-16 12:00:39
206350,6786,477,2085,6,2403.00,14418.00,2008-09-16 02:58:11
213929,28376,1214,2085,4,2493.00,9972.00,2008-09-16 06:16:25
221678,25050,6485,2085,3,1316.00,3948.00,2008-09-16 04:44:32
231286,46732,7262,2085,2,1644.00,3288.00,2008-09-16 01:19:12
235312,10967,1909,2085,8,593.00,4744.00,2008-09-16 10:12:10
7503,28341,2712,2086,5,250.00,1250.00,2008-09-17 01:23:59
13311,14144,6620,2086,30,48.00,1440.00,2008-09-17 03:35:02
22553,33529,8601,2086,6,211.00,1266.00,2008-09-17 12:58:41
26671,36461,3355,2086,28,38.00,1064.00,2008-09-17 03:55:38
34070,18732,4199,2086,20,89.00,1780.00,2008-09-17 05:04:31
42780,46075,5851,2086,3,289.00,867.00,2008-09-17 12:39:37
52314,19488,5250,2086,9,277.00,2493.00,2008-09-17 02:28:11
59434,31287,1179,2086,9,40.00,360.00,2008-09-17 01:24:30
63678,14285,40,2086,9,183.00,1647.00,2008-09-17 12:25:07
69935,1953,3814,2086,9,252.00,2268.00,2008-09-17 09:08:55
73858,49935,1304,2086,6,218.00,1308.00,2008-09-17 12:30:42
80880,39172,808,2086,3,191.00,573.00,2008-09-17 05:55:25
89518,47448,3114,2086,1,268.00,268.00,2008-09-17 12:44:48
95247,28919,7458,2086,1,353.00,353.00,2008-09-17 10:48:40
107863,22557,4542,2086,8,267.00,2136.00,2008-09-17 02:09:43
114051,13625,8499,2086,1,87.00,87.00,2008-09-17 06:38:05
120231,29328,6840,2086,7,289.00,2023.00,2008-09-17 08:38:28
128650,36521,8114,2086,8,357.00,2856.00,2008-09-17 05:17:18
132937,3356,8744,2086,9,194.00,1746.00,2008-09-17 04:14:26
138192,10756,5035,2086,7,55.00,385.00,2008-09-17 03:09:57
149542,25737,1241,2086,5,51.00,255.00,2008-09-17 03:08:00
